rental_id,rental_date,inventory_id,customer_id,return_date,staff_id
4378,7/7/2011 20:29,1244,24,7/12/2011 19:17,2
4379,7/7/2011 20:32,2773,316,7/11/2011 20:40,2
4380,7/7/2011 20:35,3164,353,7/14/2011 17:06,1
4381,7/7/2011 20:37,3727,486,7/10/2011 16:54,1
4382,7/7/2011 20:41,657,26,7/14/2011 15:15,1
4383,7/7/2011 20:45,2649,591,7/17/2011 0:52,2
4384,7/7/2011 20:46,1178,59,7/16/2011 21:54,1
4385,7/7/2011 20:48,849,564,7/11/2011 17:03,2
4386,7/7/2011 20:55,499,314,7/10/2011 21:51,1
4387,7/7/2011 20:56,591,335,7/16/2011 0:51,1
4388,7/7/2011 20:58,3150,210,7/16/2011 20:05,2
4389,7/7/2011 20:58,1672,166,7/13/2011 19:57,2
4390,7/7/2011 20:59,6,44,7/9/2011 0:04,2
4391,7/7/2011 21:09,2135,42,7/9/2011 17:35,1
4392,7/7/2011 21:11,4236,491,7/13/2011 21:52,1
4393,7/7/2011 21:12,4034,395,7/9/2011 22:41,2
4394,7/7/2011 21:12,563,156,7/16/2011 18:24,2
4395,7/7/2011 21:13,360,544,7/8/2011 22:59,2
4396,7/7/2011 21:14,750,275,7/10/2011 19:22,1
4397,7/7/2011 21:14,3085,494,7/13/2011 19:24,2
4398,7/7/2011 21:18,3628,426,7/10/2011 22:45,1
4399,7/7/2011 21:20,4515,402,7/12/2011 20:57,2
4400,7/7/2011 21:22,49,370,7/16/2011 0:59,2
4401,7/7/2011 21:26,2725,405,7/12/2011 17:18,2
4402,7/7/2011 21:28,1198,26,7/8/2011 17:04,1
4403,7/7/2011 21:29,3973,447,7/9/2011 17:58,1
4404,7/7/2011 21:31,944,25,7/13/2011 19:00,1
4405,7/7/2011 21:33,2102,145,7/15/2011 0:33,2
4406,7/7/2011 21:35,438,448,7/15/2011 16:13,2
4407,7/7/2011 21:39,267,20,7/11/2011 23:40,1
4408,7/7/2011 21:41,2482,258,7/11/2011 0:32,1
4409,7/7/2011 21:47,3153,8,7/11/2011 20:14,2
4410,7/7/2011 21:48,2754,584,7/9/2011 3:15,1
4411,7/7/2011 21:54,320,224,7/14/2011 16:14,2
4412,7/7/2011 21:56,1181,282,7/11/2011 19:28,1
4413,7/7/2011 22:00,1062,565,7/10/2011 18:20,2
4414,7/7/2011 22:00,991,434,7/12/2011 2:51,1
4415,7/7/2011 22:01,1403,329,7/13/2011 3:09,2
4416,7/7/2011 22:04,1247,290,7/9/2011 2:44,2
4417,7/7/2011 22:05,743,452,7/9/2011 16:16,2
4418,7/7/2011 22:05,4368,417,7/11/2011 18:42,1
4419,7/7/2011 22:06,783,39,7/15/2011 23:59,1
4420,7/7/2011 22:07,4427,346,7/12/2011 19:14,2
4421,7/7/2011 22:07,4103,417,7/16/2011 20:21,1
4422,7/7/2011 22:09,1741,345,7/10/2011 1:43,1
4423,7/7/2011 22:11,2721,526,7/14/2011 18:49,2
4424,7/7/2011 22:14,662,384,7/11/2011 1:17,1
4425,7/7/2011 22:22,877,345,7/8/2011 22:23,2
4426,7/7/2011 22:28,364,242,7/16/2011 2:04,1
4427,7/7/2011 22:28,1021,69,7/11/2011 21:37,2
4428,7/7/2011 22:29,2575,181,7/11/2011 2:46,2
4429,7/7/2011 22:32,2949,187,7/15/2011 3:10,2
4430,7/7/2011 22:35,3436,278,7/14/2011 23:49,1
4431,7/7/2011 22:39,936,26,7/16/2011 19:24,1
4432,7/7/2011 22:40,2779,295,7/15/2011 1:46,1
4433,7/7/2011 22:45,88,449,7/16/2011 23:30,2
4434,7/7/2011 22:48,1801,32,7/9/2011 18:55,1
4435,7/7/2011 22:51,3815,157,7/14/2011 23:15,2
4436,7/7/2011 22:52,4326,563,7/10/2011 4:51,1
4437,7/7/2011 22:55,3578,414,7/13/2011 19:40,1
4438,7/7/2011 22:56,4371,104,7/16/2011 17:28,1
4439,7/7/2011 22:57,2393,521,7/10/2011 18:28,1
4440,7/7/2011 23:00,1236,507,7/8/2011 21:31,2
4441,7/7/2011 23:04,3680,211,7/13/2011 19:07,1
4442,7/7/2011 23:05,461,123,7/13/2011 22:20,2
4443,7/7/2011 23:05,72,389,7/16/2011 1:46,1
4444,7/7/2011 23:07,764,529,7/14/2011 2:51,2
4445,7/7/2011 23:08,3328,327,7/16/2011 3:49,1
4446,7/7/2011 23:12,2629,438,7/13/2011 19:42,1
4447,7/7/2011 23:15,404,549,7/14/2011 22:53,2
4448,7/7/2011 23:17,2768,536,7/13/2011 18:26,1
4449,7/7/2011 23:18,2813,354,7/15/2011 20:40,2
4450,7/7/2011 23:20,1252,345,7/13/2011 19:50,2
4451,7/7/2011 23:29,179,85,7/10/2011 23:29,2
4452,7/7/2011 23:31,2414,460,7/14/2011 4:05,1
4453,7/7/2011 23:32,89,560,7/12/2011 1:38,2
4454,7/7/2011 23:37,1395,9,7/11/2011 2:30,1
4455,7/7/2011 23:43,1396,507,7/8/2011 21:34,2
4456,7/7/2011 23:45,3395,421,7/13/2011 23:03,2
4457,7/7/2011 23:45,407,567,7/9/2011 20:02,1
4458,7/7/2011 23:47,1307,229,7/9/2011 19:17,2
4459,7/7/2011 23:48,3987,227,7/13/2011 19:37,2
4460,7/7/2011 23:50,4121,592,7/9/2011 21:55,1
4461,7/7/2011 23:59,3656,286,7/16/2011 19:44,2
4462,7/8/2011 0:02,4120,257,7/15/2011 20:48,2
4463,7/8/2011 0:04,4356,422,7/16/2011 1:19,1
4464,7/8/2011 0:07,4484,583,7/8/2011 22:14,2
4465,7/8/2011 0:07,2877,329,7/13/2011 18:08,2
4466,7/8/2011 0:12,3320,304,7/17/2011 3:49,2
4467,7/8/2011 0:13,4466,339,7/9/2011 0:52,1
4468,7/8/2011 0:17,3302,170,7/12/2011 5:51,2
4469,7/8/2011 0:18,2173,192,7/12/2011 21:17,2
4470,7/8/2011 0:20,3605,145,7/10/2011 2:31,1
4471,7/8/2011 0:21,263,30,7/11/2011 18:48,2
4472,7/8/2011 0:22,2089,343,7/16/2011 20:16,1
4473,7/8/2011 0:22,1387,481,7/9/2011 21:11,1
4474,7/8/2011 0:26,4474,137,7/12/2011 23:07,1
4475,7/8/2011 0:27,3466,340,7/9/2011 5:39,1
4476,7/8/2011 0:34,395,279,7/8/2011 22:55,1
4477,7/8/2011 0:38,1602,552,7/13/2011 5:14,1
4478,7/8/2011 0:39,1764,357,7/11/2011 21:57,2
4479,7/8/2011 0:52,3516,211,7/9/2011 20:19,2
4480,7/8/2011 0:56,4457,296,7/10/2011 20:52,2
4481,7/8/2011 0:58,1669,474,7/11/2011 23:22,2
4482,7/8/2011 1:01,3500,511,7/11/2011 1:18,1
4483,7/8/2011 1:03,1222,425,7/17/2011 0:20,1
4484,7/8/2011 1:05,2867,306,7/16/2011 0:41,2
4485,7/8/2011 1:07,2614,130,7/16/2011 3:19,2
4486,7/8/2011 1:09,837,197,7/16/2011 23:40,1
4487,7/8/2011 1:20,2220,360,7/16/2011 21:23,2
4488,7/8/2011 1:22,2108,89,7/13/2011 21:17,1
4489,7/8/2011 1:23,4306,259,7/9/2011 1:35,2
4490,7/8/2011 1:26,2690,161,7/9/2011 1:13,1
4491,7/8/2011 1:30,1168,413,7/11/2011 3:12,1
4492,7/8/2011 1:32,1152,247,7/10/2011 22:11,1
4493,7/8/2011 1:40,1369,167,7/9/2011 2:17,2
4494,7/8/2011 1:42,1655,349,7/16/2011 22:29,2
4495,7/8/2011 1:43,3515,404,7/10/2011 7:38,1
4496,7/8/2011 1:44,150,578,7/8/2011 20:34,2
4497,7/8/2011 1:51,1995,142,7/15/2011 22:56,1
4498,7/8/2011 2:07,4299,43,7/12/2011 23:54,2
4499,7/8/2011 2:08,851,199,7/10/2011 7:06,2
4500,7/8/2011 2:10,398,462,7/15/2011 5:49,2
4501,7/8/2011 2:12,1412,262,7/10/2011 2:16,2
4502,7/8/2011 2:12,225,470,7/15/2011 2:19,2
4503,7/8/2011 2:17,1503,8,7/13/2011 8:12,1
4504,7/8/2011 2:19,361,422,7/12/2011 21:15,1
4505,7/8/2011 2:20,1864,481,7/14/2011 20:28,2
4506,7/8/2011 2:22,1484,133,7/13/2011 4:54,2
4507,7/8/2011 2:22,819,505,7/14/2011 20:53,1
4508,7/8/2011 2:28,3996,97,7/16/2011 23:59,1
4509,7/8/2011 2:32,1760,230,7/14/2011 1:05,2
4510,7/8/2011 2:34,1085,27,7/17/2011 6:03,2
4511,7/8/2011 2:36,4438,75,7/15/2011 6:01,1
4512,7/8/2011 2:38,1569,424,7/10/2011 20:46,1
4513,7/8/2011 2:39,3704,182,7/14/2011 7:48,2
4514,7/8/2011 2:41,1938,576,7/15/2011 6:17,1
4515,7/8/2011 2:42,1998,229,7/10/2011 7:22,2
4516,7/8/2011 2:43,2314,497,7/14/2011 2:20,1
4517,7/8/2011 2:45,453,16,7/12/2011 3:04,2
4518,7/8/2011 2:48,697,592,7/13/2011 4:53,2
4519,7/8/2011 2:51,4425,459,7/12/2011 6:52,2
4520,7/8/2011 2:53,3505,104,7/8/2011 22:27,2
4521,7/8/2011 2:57,2652,327,7/11/2011 22:49,2
4522,7/8/2011 3:03,4114,307,7/10/2011 4:49,1
4523,7/8/2011 3:06,2785,347,7/17/2011 4:44,1
4524,7/8/2011 3:10,2218,185,7/9/2011 7:49,2
4525,7/8/2011 3:15,3631,458,7/11/2011 4:53,1
4526,7/8/2011 3:17,1443,1,7/14/2011 1:19,2
4527,7/8/2011 3:20,2263,468,7/15/2011 2:21,1
4528,7/8/2011 3:24,3209,439,7/9/2011 3:50,2
4529,7/8/2011 3:26,1361,104,7/16/2011 5:04,1
4530,7/8/2011 3:27,3775,79,7/11/2011 7:44,1
4531,7/8/2011 3:27,3108,142,7/10/2011 22:48,1
4532,7/8/2011 3:30,4012,481,7/11/2011 21:49,1
4533,7/8/2011 3:32,1105,474,7/10/2011 21:57,1
4534,7/8/2011 3:36,2518,132,7/16/2011 0:49,2
4535,7/8/2011 3:40,561,29,7/13/2011 6:53,2
4536,7/8/2011 3:43,220,26,7/15/2011 8:44,1
4537,7/8/2011 3:48,1305,448,7/13/2011 22:54,2
4538,7/8/2011 3:56,3638,451,7/15/2011 8:24,1
4539,7/8/2011 4:01,2450,264,7/14/2011 22:32,1
4540,7/8/2011 4:03,4160,309,7/13/2011 3:31,2
4541,7/8/2011 4:04,1976,248,7/13/2011 7:27,2
4542,7/8/2011 4:06,4169,293,7/16/2011 6:54,2
4543,7/8/2011 4:06,913,41,7/12/2011 23:17,2
4544,7/8/2011 4:11,4471,351,7/9/2011 22:48,1
4545,7/8/2011 4:17,3658,271,7/13/2011 7:19,1
4546,7/8/2011 4:18,4507,393,7/17/2011 8:23,1
4547,7/8/2011 4:20,3386,255,7/9/2011 0:28,2
4548,7/8/2011 4:21,765,164,7/14/2011 23:16,2
4549,7/8/2011 4:25,2797,98,7/10/2011 9:01,2
4550,7/8/2011 4:34,615,409,7/14/2011 23:45,2
4551,7/8/2011 4:36,1160,494,7/17/2011 10:23,2
4552,7/8/2011 4:36,2549,313,7/14/2011 5:48,2
4553,7/8/2011 4:43,2114,529,7/9/2011 23:55,1
4554,7/8/2011 4:48,3878,376,7/16/2011 4:34,1
4555,7/8/2011 4:48,1757,68,7/17/2011 7:57,1
4556,7/8/2011 4:48,4099,348,7/16/2011 8:51,2
4557,7/8/2011 4:49,1191,132,7/14/2011 0:00,2
4558,7/8/2011 4:55,828,448,7/9/2011 10:53,2
4559,7/8/2011 4:56,1911,424,7/12/2011 8:56,2
4560,7/8/2011 4:58,303,36,7/10/2011 4:27,1
4561,7/8/2011 5:02,1643,500,7/11/2011 4:56,1
4562,7/8/2011 5:08,963,454,7/12/2011 8:16,2
4563,7/8/2011 5:08,287,522,7/16/2011 5:44,2
4564,7/8/2011 5:09,2494,519,7/11/2011 5:37,2
4565,7/8/2011 5:12,3755,563,7/17/2011 3:38,2
4566,7/8/2011 5:18,4302,133,7/15/2011 1:53,1
4567,7/8/2011 5:20,4073,202,7/10/2011 1:35,1
4568,7/8/2011 5:23,2626,122,7/9/2011 6:07,1
4569,7/8/2011 5:30,2925,366,7/14/2011 4:14,2
4570,7/8/2011 5:33,2612,503,7/14/2011 9:27,1
4571,7/8/2011 5:34,2416,86,7/17/2011 2:15,1
4572,7/8/2011 5:36,1324,323,7/12/2011 4:46,2
4573,7/8/2011 5:38,2478,400,7/15/2011 7:07,1
4574,7/8/2011 5:39,536,257,7/8/2011 23:44,2
4575,7/8/2011 5:49,231,41,7/11/2011 4:08,2
4576,7/8/2011 5:51,1920,567,7/10/2011 11:36,1
4577,7/8/2011 5:59,1688,442,7/16/2011 6:23,2
4578,7/8/2011 6:00,1533,497,7/10/2011 6:58,2
4579,7/8/2011 6:01,4290,585,7/13/2011 11:24,1
4580,7/8/2011 6:04,3512,199,7/15/2011 5:42,2
4581,7/8/2011 6:05,887,591,7/16/2011 0:54,1
4582,7/8/2011 6:09,688,274,7/14/2011 2:23,1
4583,7/8/2011 6:09,4151,365,7/12/2011 3:44,1
4584,7/8/2011 6:11,2322,368,7/11/2011 5:14,1
4585,7/8/2011 6:11,1622,143,7/17/2011 1:58,1
4586,7/8/2011 6:12,1374,461,7/13/2011 11:06,2
4587,7/8/2011 6:16,3502,63,7/13/2011 0:59,1
4588,7/8/2011 6:18,3629,198,7/10/2011 8:59,1
4589,7/8/2011 6:26,1192,99,7/9/2011 10:31,2
4590,7/8/2011 6:27,4233,580,7/14/2011 7:46,1
4591,7/8/2011 6:29,2276,182,7/17/2011 7:20,1
4592,7/8/2011 6:31,2141,235,7/10/2011 6:08,2
4593,7/8/2011 6:38,2897,528,7/16/2011 10:48,2
4594,7/8/2011 6:40,26,506,7/16/2011 5:51,2
4595,7/8/2011 6:40,760,336,7/14/2011 8:54,1
4596,7/8/2011 6:41,2280,306,7/14/2011 1:36,1
4597,7/8/2011 6:43,3767,545,7/13/2011 1:32,1
4598,7/8/2011 6:46,258,82,7/16/2011 1:21,1
4599,7/8/2011 6:48,2098,356,7/11/2011 7:06,1
4600,7/8/2011 6:48,1526,457,7/15/2011 10:11,1
4601,7/8/2011 6:49,3184,572,7/9/2011 7:43,1
4602,7/8/2011 6:52,3616,129,7/10/2011 6:30,1
4603,7/8/2011 6:57,755,334,7/17/2011 4:32,1
4604,7/8/2011 6:58,4230,402,7/14/2011 6:41,1
4605,7/8/2011 7:00,1139,523,7/16/2011 8:38,1
4606,7/8/2011 7:05,1946,502,7/16/2011 9:11,2
4607,7/8/2011 7:15,1193,281,7/11/2011 1:32,1
4608,7/8/2011 7:19,758,11,7/11/2011 1:37,1
4609,7/8/2011 7:22,3711,573,7/10/2011 8:06,1
4610,7/8/2011 7:28,1279,265,7/14/2011 2:10,1
4611,7/8/2011 7:33,3486,1,7/12/2011 13:25,2
4612,7/8/2011 7:40,82,371,7/12/2011 3:48,1
4613,7/8/2011 7:44,476,581,7/9/2011 4:47,1
4614,7/8/2011 7:45,2579,71,7/12/2011 2:10,2
4615,7/8/2011 7:46,1200,404,7/16/2011 12:43,2
4616,7/8/2011 7:48,2580,280,7/10/2011 8:13,2
4617,7/8/2011 7:55,3784,475,7/17/2011 2:49,2
4618,7/8/2011 8:00,3691,179,7/14/2011 5:59,1
4619,7/8/2011 8:01,2127,579,7/16/2011 5:52,2
4620,7/8/2011 8:01,3467,210,7/16/2011 7:43,2
4621,7/8/2011 8:02,1594,297,7/12/2011 8:53,2
4622,7/8/2011 8:02,2710,289,7/10/2011 7:46,2
4623,7/8/2011 8:03,4171,593,7/12/2011 9:11,2
4624,7/8/2011 8:12,1548,341,7/15/2011 12:24,2
4625,7/8/2011 8:14,318,473,7/9/2011 3:45,1
4626,7/8/2011 8:18,37,268,7/10/2011 11:36,1
4627,7/8/2011 8:24,2383,78,7/13/2011 11:04,2
4628,7/8/2011 8:25,1888,540,7/10/2011 11:22,1
4629,7/8/2011 8:31,228,563,7/17/2011 12:07,1
4630,7/8/2011 8:33,3446,319,7/9/2011 13:09,2
4631,7/8/2011 8:38,470,59,7/11/2011 3:33,2
4632,7/8/2011 8:38,4330,393,7/15/2011 9:33,1
4633,7/8/2011 8:39,3178,348,7/15/2011 10:23,1
4634,7/8/2011 8:40,811,275,7/12/2011 4:45,2
4635,7/8/2011 8:42,2434,65,7/14/2011 10:31,1
4636,7/8/2011 8:44,1858,228,7/10/2011 8:59,2
4637,7/8/2011 8:49,1917,263,7/11/2011 13:12,2
4638,7/8/2011 8:57,2240,305,7/10/2011 5:08,2
4639,7/8/2011 8:57,2459,75,7/14/2011 11:22,2
4640,7/8/2011 8:59,1147,506,7/15/2011 3:31,1
4641,7/8/2011 9:09,2436,26,7/17/2011 3:54,2
4642,7/8/2011 9:13,1962,30,7/10/2011 6:17,2
4643,7/8/2011 9:13,239,436,7/10/2011 12:09,2
4644,7/8/2011 9:14,3239,38,7/10/2011 7:20,2
4645,7/8/2011 9:20,687,400,7/9/2011 6:07,2
4646,7/8/2011 9:23,618,362,7/16/2011 4:03,1
4647,7/8/2011 9:27,674,312,7/16/2011 14:56,2
4648,7/8/2011 9:31,3490,444,7/13/2011 3:55,2
4649,7/8/2011 9:32,1116,221,7/15/2011 8:37,2
4650,7/8/2011 9:32,2850,108,7/15/2011 15:20,1
4651,7/8/2011 9:39,4064,557,7/9/2011 12:14,2
4652,7/8/2011 9:47,4198,127,7/16/2011 4:09,2
4653,7/8/2011 9:48,2511,404,7/17/2011 5:18,1
4654,7/8/2011 9:48,4210,434,7/17/2011 13:17,1
4655,7/8/2011 9:49,4078,213,7/15/2011 13:08,1
4656,7/8/2011 9:50,839,141,7/13/2011 15:00,1
4657,7/8/2011 9:51,1002,54,7/9/2011 9:29,2
4658,7/8/2011 9:51,3131,166,7/10/2011 12:30,2
4659,7/8/2011 9:53,4389,425,7/14/2011 14:56,2
4660,7/8/2011 9:54,1208,139,7/11/2011 15:19,2
4661,7/8/2011 9:55,2641,518,7/11/2011 8:26,1
4662,7/8/2011 9:58,1370,553,7/10/2011 12:51,1
4663,7/8/2011 9:59,2959,139,7/10/2011 11:25,1
4664,7/8/2011 10:01,1318,546,7/12/2011 10:37,2
4665,7/8/2011 10:04,575,106,7/14/2011 15:13,1
4666,7/8/2011 10:05,4576,120,7/16/2011 7:28,1
4667,7/8/2011 10:06,3348,485,7/14/2011 4:48,1
4668,7/8/2011 10:11,3971,481,7/17/2011 13:01,2
4669,7/8/2011 10:13,3494,581,7/16/2011 7:52,1
4670,7/8/2011 10:14,3317,153,7/16/2011 15:10,2
4671,7/8/2011 10:15,2139,55,7/14/2011 8:19,2
4672,7/8/2011 10:15,1922,18,7/16/2011 5:06,1
4673,7/8/2011 10:16,2792,91,7/17/2011 10:03,2
4674,7/8/2011 10:19,1617,329,7/12/2011 12:54,2
4675,7/8/2011 10:24,1309,380,7/14/2011 11:09,1
4676,7/8/2011 10:26,2590,302,7/10/2011 13:38,2
4677,7/8/2011 10:30,1226,258,7/14/2011 12:40,1
4678,7/8/2011 10:30,241,219,7/13/2011 11:08,1
4679,7/8/2011 10:33,3610,423,7/15/2011 14:30,2
4680,7/8/2011 10:35,4043,227,7/14/2011 8:42,1
4681,7/8/2011 10:36,1025,133,7/16/2011 9:21,2
4682,7/8/2011 10:38,873,263,7/11/2011 6:29,2
4683,7/8/2011 10:38,3464,283,7/9/2011 12:07,1
4684,7/8/2011 10:41,503,585,7/17/2011 10:35,1
4685,7/8/2011 10:45,602,590,7/12/2011 8:29,1
4686,7/8/2011 10:53,1398,234,7/10/2011 5:34,2
4687,7/8/2011 10:54,1156,169,7/10/2011 8:00,2
4688,7/8/2011 11:03,3574,80,7/17/2011 15:41,2
4689,7/8/2011 11:03,2519,364,7/16/2011 6:07,2
4690,7/8/2011 11:04,3304,64,7/15/2011 10:27,2
4691,7/8/2011 11:04,596,126,7/9/2011 7:48,1
4692,7/8/2011 11:07,1490,288,7/9/2011 14:08,1
4693,7/8/2011 11:07,1694,221,7/14/2011 8:40,1
4694,7/8/2011 11:07,3637,229,7/12/2011 6:53,2
4695,7/8/2011 11:07,805,39,7/17/2011 16:35,1
4696,7/8/2011 11:12,1358,424,7/14/2011 5:41,1
4697,7/8/2011 11:19,4143,224,7/12/2011 7:14,2
4698,7/8/2011 11:19,3963,570,7/13/2011 13:45,2
4699,7/8/2011 11:36,2462,348,7/14/2011 11:35,2
4700,7/8/2011 11:37,3889,317,7/12/2011 15:41,1
4701,7/8/2011 11:38,3012,522,7/13/2011 15:59,2
4702,7/8/2011 11:41,2593,56,7/10/2011 6:55,1
4703,7/8/2011 11:44,2859,544,7/13/2011 9:17,1
4704,7/8/2011 11:45,2291,28,7/10/2011 9:46,1
4705,7/8/2011 11:50,3709,85,7/12/2011 15:58,2
4706,7/8/2011 11:51,2512,380,7/17/2011 12:58,1
4707,7/8/2011 11:57,52,286,7/10/2011 17:47,1
4708,7/8/2011 11:59,3249,212,7/17/2011 7:11,2
4709,7/8/2011 12:04,3964,124,7/15/2011 6:48,1
4710,7/8/2011 12:04,248,590,7/13/2011 11:28,2
4711,7/8/2011 12:06,2327,563,7/12/2011 8:37,1
4712,7/8/2011 12:10,2371,39,7/17/2011 14:54,2
4713,7/8/2011 12:12,1399,207,7/16/2011 17:13,1
4714,7/8/2011 12:12,1932,385,7/17/2011 8:43,2
4715,7/8/2011 12:15,4010,276,7/10/2011 10:37,2
4716,7/8/2011 12:18,1923,391,7/11/2011 11:06,2
4717,7/8/2011 12:22,1491,453,7/11/2011 10:24,2
4718,7/8/2011 12:32,1653,535,7/17/2011 17:34,2
4719,7/8/2011 12:33,1315,556,7/15/2011 12:30,1
4720,7/8/2011 12:34,2669,452,7/9/2011 10:28,1
4721,7/8/2011 12:39,3105,234,7/15/2011 18:07,1
4722,7/8/2011 12:42,3738,590,7/9/2011 9:14,2
4723,7/8/2011 12:44,965,44,7/17/2011 7:22,2
4724,7/8/2011 12:46,3375,18,7/14/2011 12:39,1
4725,7/8/2011 12:47,2058,3,7/15/2011 9:08,2
4726,7/8/2011 12:50,4369,144,7/17/2011 7:09,2
4727,7/8/2011 12:54,1251,39,7/17/2011 14:32,2
4728,7/8/2011 12:59,3687,462,7/13/2011 13:00,1
4729,7/8/2011 12:59,1429,205,7/10/2011 13:35,2
4730,7/8/2011 12:59,1619,126,7/14/2011 16:15,2
4731,7/8/2011 13:08,4124,241,7/9/2011 13:16,2
4732,7/8/2011 13:09,308,562,7/14/2011 10:10,1
4733,7/8/2011 13:12,2230,93,7/13/2011 7:34,1
4734,7/8/2011 13:12,1928,546,7/10/2011 9:01,2
4735,7/8/2011 13:12,4324,381,7/13/2011 10:06,2
4736,7/8/2011 13:22,3009,79,7/17/2011 7:27,1
4737,7/8/2011 13:23,4286,116,7/12/2011 18:49,1
4738,7/8/2011 13:24,2021,31,7/17/2011 17:44,2
4739,7/8/2011 13:25,140,197,7/11/2011 17:36,1
4740,7/8/2011 13:30,2559,379,7/14/2011 18:43,1
4741,7/8/2011 13:31,516,260,7/17/2011 12:02,2
4742,7/8/2011 13:35,3022,340,7/11/2011 10:24,2
4743,7/8/2011 13:42,80,535,7/11/2011 18:54,2
4744,7/8/2011 13:43,2948,507,7/12/2011 9:21,2
4745,7/8/2011 13:45,1351,354,7/12/2011 18:54,1
4746,7/8/2011 13:47,173,148,7/11/2011 9:06,2
4747,7/8/2011 13:53,3942,383,7/12/2011 17:10,2
4748,7/8/2011 13:59,4279,9,7/15/2011 16:51,1
4749,7/8/2011 14:05,1190,236,7/10/2011 18:35,2
4750,7/8/2011 14:07,3383,198,7/13/2011 18:05,1
4751,7/8/2011 14:07,3469,436,7/13/2011 10:37,2
4752,7/8/2011 14:15,3250,512,7/12/2011 13:22,1
4753,7/8/2011 14:18,1642,391,7/9/2011 10:00,2
4754,7/8/2011 14:20,3177,108,7/11/2011 11:50,1
4755,7/8/2011 14:23,661,378,7/10/2011 19:35,1
4756,7/8/2011 14:24,3068,351,7/12/2011 16:16,1
4757,7/8/2011 14:36,1278,504,7/12/2011 15:28,1
4758,7/8/2011 14:38,3698,288,7/13/2011 12:09,2
4759,7/8/2011 14:39,3999,284,7/17/2011 15:02,2
4760,7/8/2011 14:48,3718,177,7/10/2011 12:41,2
4761,7/8/2011 14:51,3556,351,7/14/2011 20:28,1
4762,7/8/2011 14:54,390,36,7/12/2011 18:08,1
4763,7/8/2011 14:57,899,465,7/15/2011 10:00,2
4764,7/8/2011 15:01,1188,89,7/17/2011 15:16,1
4765,7/8/2011 15:08,469,437,7/13/2011 10:44,1
4766,7/8/2011 15:16,1057,149,7/15/2011 11:04,2
4767,7/8/2011 15:18,3744,350,7/13/2011 15:48,1
4768,7/8/2011 15:28,2787,482,7/9/2011 11:46,1
4769,7/8/2011 15:29,3462,501,7/9/2011 18:42,2
4770,7/8/2011 15:29,2406,573,7/14/2011 13:31,1
4771,7/8/2011 15:33,1060,32,7/10/2011 12:38,1
4772,7/8/2011 15:41,2156,486,7/17/2011 15:25,1
4773,7/8/2011 15:41,3025,519,7/13/2011 18:16,1
4774,7/8/2011 15:42,673,489,7/16/2011 18:29,2
4775,7/8/2011 15:44,4277,595,7/11/2011 20:39,2
4776,7/8/2011 15:44,2598,563,7/17/2011 10:50,2
4777,7/8/2011 15:48,449,102,7/16/2011 15:25,1
4778,7/8/2011 15:51,611,78,7/12/2011 16:58,2
4779,7/8/2011 15:53,1321,338,7/15/2011 20:30,1
4780,7/8/2011 16:06,2740,115,7/13/2011 18:34,1
4781,7/8/2011 16:06,1818,593,7/16/2011 11:22,2
4782,7/8/2011 16:08,445,436,7/17/2011 17:56,1
4783,7/8/2011 16:09,3952,214,7/16/2011 21:53,2
4784,7/8/2011 16:09,549,182,7/9/2011 20:35,1
4785,7/8/2011 16:10,58,474,7/11/2011 18:52,1
4786,7/8/2011 16:13,2724,294,7/16/2011 15:29,1
4787,7/8/2011 16:16,3929,7,7/14/2011 18:02,2
4788,7/8/2011 16:17,691,533,7/11/2011 11:56,2
4789,7/8/2011 16:22,20,73,7/15/2011 18:29,2
4790,7/8/2011 16:25,100,500,7/11/2011 11:35,1
4791,7/8/2011 16:27,2505,393,7/14/2011 21:50,2
4792,7/8/2011 16:29,2132,147,7/10/2011 16:31,2
4793,7/8/2011 16:30,3090,427,7/15/2011 17:56,1
4794,7/8/2011 16:30,2497,451,7/17/2011 12:41,2
4795,7/8/2011 16:32,3409,497,7/9/2011 14:15,1
4796,7/8/2011 16:35,2484,9,7/13/2011 11:08,2
4797,7/8/2011 16:39,1389,265,7/9/2011 11:41,1
4798,7/8/2011 16:45,3874,212,7/16/2011 13:45,2
4799,7/8/2011 16:49,4112,512,7/12/2011 19:58,2
4800,7/8/2011 16:51,1940,99,7/13/2011 14:16,2
4801,7/8/2011 16:51,761,431,7/13/2011 17:23,1
4802,7/8/2011 16:55,22,562,7/15/2011 19:34,1
4803,7/8/2011 16:56,1786,174,7/14/2011 20:16,1
4804,7/8/2011 16:57,3756,269,7/10/2011 18:25,1
4805,7/8/2011 16:59,377,453,7/9/2011 15:02,1
4806,7/8/2011 17:01,214,506,7/15/2011 21:41,1
4807,7/8/2011 17:01,4511,348,7/16/2011 22:33,2
4808,7/8/2011 17:02,2544,563,7/12/2011 22:49,2
4809,7/8/2011 17:03,4251,474,7/17/2011 22:39,1
4810,7/8/2011 17:04,4056,209,7/9/2011 13:41,1
4811,7/8/2011 17:04,4032,127,7/12/2011 16:41,2
4812,7/8/2011 17:07,3281,304,7/17/2011 21:03,2
4813,7/8/2011 17:09,2752,439,7/9/2011 22:29,1
4814,7/8/2011 17:11,3497,244,7/17/2011 12:43,2
4815,7/8/2011 17:12,840,581,7/17/2011 13:14,1
4816,7/8/2011 17:14,2700,207,7/11/2011 15:03,1
